segment_id,basin_id,slope_deg,aspect,curvature,twi,dist_to_fault_m,soil_saturation_pct,ari_7d,forecast_rain_3h,ndvi,label
SEG_0680,TEESTA_VALLEY,18.7,304.55,-0.00725,5.81,1356.9,84.4,37.16,54.74,0.469,0
SEG_0681,MANAS_RIVER_BASIN,44.45,126.35,-0.00953,7.51,687.7,15.45,147.73,118.71,0.225,1
SEG_0682,BARAK_VALLEY,10.26,206.17,6e-05,13.98,1866.8,32.72,168.91,65.11,0.275,0
SEG_0683,BRAHMAPUTRA_BASIN,46.08,10.29,0.01309,6.89,1038.5,44.94,85.51,99.87,0.306,0
SEG_0684,SUBANSIRI_VALLEY,32.11,53.32,0.02463,2.12,606.7,61.69,178.6,110.0,0.629,1
SEG_0685,BARAK_VALLEY,24.72,0.46,-0.03798,9.48,2369.5,47.15,182.67,62.62,0.156,0
SEG_0686,BARAK_VALLEY,47.51,359.13,0.03869,13.35,1322.6,30.59,183.71,36.55,0.232,0
SEG_0687,BRAHMAPUTRA_BASIN,34.01,325.45,-0.01798,11.38,673.9,65.61,84.11,25.34,0.335,0
SEG_0688,SUBANSIRI_VALLEY,36.93,18.21,0.04263,15.46,679.4,70.2,23.07,87.54,0.36,0
SEG_0689,BRAHMAPUTRA_BASIN,23.64,52.4,-0.00939,3.58,2027.6,13.64,131.83,106.36,0.728,0
SEG_0690,MANAS_RIVER_BASIN,21.63,157.79,-0.02373,4.31,2418.2,55.8,50.04,38.35,0.544,0
SEG_0691,BRAHMAPUTRA_BASIN,12.37,26.37,0.03123,12.53,2641.5,73.75,167.35,57.24,0.582,0
SEG_0692,MANAS_RIVER_BASIN,19.95,113.98,0.01712,2.44,2548.2,84.38,103.79,91.79,0.231,0
SEG_0693,BARAK_VALLEY,54.32,184.54,0.04343,9.32,1034.7,33.75,232.38,20.69,0.535,1
SEG_0694,BRAHMAPUTRA_BASIN,42.36,112.21,-0.01938,13.73,271.8,88.42,64.17,71.16,0.802,0
SEG_0695,TEESTA_VALLEY,28.1,304.13,0.03976,5.71,2495.2,18.9,8.39,67.25,0.621,0
SEG_0696,SUBANSIRI_VALLEY,28.98,5.71,-0.0408,6.57,1541.4,34.87,145.47,6.64,0.208,0
SEG_0697,BRAHMAPUTRA_BASIN,12.11,230.32,-0.04453,7.7,637.4,19.76,141.76,111.4,0.141,0
SEG_0698,BARAK_VALLEY,32.12,189.88,-0.03589,2.01,2839.3,17.79,158.46,109.75,0.256,0
SEG_0699,SUBANSIRI_VALLEY,33.99,58.51,0.01742,3.87,2824.4,98.09,94.35,53.37,0.135,0
SEG_0700,SUBANSIRI_VALLEY,11.41,153.13,-0.02528,12.48,931.9,88.47,222.96,23.57,0.56,0
SEG_0701,MANAS_RIVER_BASIN,24.58,256.8,0.01594,10.75,1003.2,43.64,25.74,86.28,0.478,0
SEG_0702,MANAS_RIVER_BASIN,21.71,9.27,-0.0159,13.25,3142.6,56.12,113.88,3.7,0.759,0
SEG_0703,SUBANSIRI_VALLEY,19.34,105.71,-0.01004,13.93,1761.0,70.42,97.99,31.63,0.816,0
SEG_0704,TEESTA_VALLEY,5.04,337.27,-0.03355,5.27,936.9,13.37,30.76,118.36,0.336,0
SEG_0705,SUBANSIRI_VALLEY,24.06,356.66,-0.02524,9.09,2958.5,31.29,103.8,73.81,0.461,0
SEG_0706,BARAK_VALLEY,17.67,338.59,0.04059,9.94,1253.4,43.92,102.96,87.31,0.439,0
SEG_0707,SUBANSIRI_VALLEY,52.2,120.94,0.00607,3.33,717.6,46.8,51.55,105.19,0.219,1
SEG_0708,TEESTA_VALLEY,28.55,148.01,-0.02634,12.22,478.5,70.54,210.61,27.42,0.75,0
SEG_0709,BRAHMAPUTRA_BASIN,10.92,4.91,-0.01968,11.77,2770.1,36.32,123.91,50.53,0.408,0
SEG_0710,BARAK_VALLEY,25.47,104.36,-0.04855,10.05,1419.9,43.34,45.73,51.61,0.838,0
SEG_0711,TEESTA_VALLEY,5.42,302.11,-0.0468,15.16,3124.4,57.66,135.9,78.45,0.39,0
SEG_0712,BRAHMAPUTRA_BASIN,27.86,197.86,0.03878,3.47,2882.8,28.69,98.52,37.99,0.4,0
SEG_0713,TEESTA_VALLEY,30.18,288.59,-0.00585,8.87,2973.7,72.84,122.61,30.92,0.764,0
SEG_0714,MANAS_RIVER_BASIN,28.93,16.08,-0.01904,6.09,2842.6,17.79,201.42,80.3,0.649,0
SEG_0715,TEESTA_VALLEY,38.99,219.25,0.0269,8.25,1665.4,67.28,27.02,52.35,0.829,0
SEG_0716,TEESTA_VALLEY,18.03,307.2,0.03635,12.82,607.5,83.14,192.31,71.61,0.353,1
SEG_0717,TEESTA_VALLEY,11.09,183.51,0.00853,7.03,1674.2,42.35,160.25,108.15,0.223,0
SEG_0718,SUBANSIRI_VALLEY,41.44,335.49,-0.02211,15.3,240.2,63.67,14.28,107.25,0.497,0
SEG_0719,BRAHMAPUTRA_BASIN,49.0,359.91,-0.02559,12.69,2060.9,33.25,245.48,107.75,0.196,1
SEG_0720,MANAS_RIVER_BASIN,54.13,229.34,-0.03384,14.68,1816.5,23.68,230.43,90.9,0.649,1
SEG_0721,MANAS_RIVER_BASIN,15.55,247.79,-0.02803,8.14,2741.4,79.77,113.32,95.06,0.729,0
SEG_0722,SUBANSIRI_VALLEY,35.43,201.55,0.04611,10.78,923.2,36.02,176.33,88.25,0.328,1
SEG_0723,BARAK_VALLEY,9.79,332.13,0.00685,7.09,2652.8,32.91,173.38,4.77,0.73,0
SEG_0724,BARAK_VALLEY,31.11,144.56,-0.01995,13.25,966.6,74.34,51.55,29.98,0.352,0
SEG_0725,BRAHMAPUTRA_BASIN,25.53,82.83,-0.00939,13.57,812.2,56.67,201.52,42.42,0.582,0
SEG_0726,MANAS_RIVER_BASIN,9.95,97.7,0.03551,6.85,3406.2,97.2,67.07,4.92,0.629,0
SEG_0727,SUBANSIRI_VALLEY,42.21,290.09,-0.02286,8.6,2494.2,49.07,28.2,84.71,0.784,0
SEG_0728,BARAK_VALLEY,21.82,84.41,-0.00194,9.73,2218.6,32.88,237.16,20.37,0.824,0
SEG_0729,TEESTA_VALLEY,5.49,85.71,0.03203,4.93,858.3,21.56,178.86,8.3,0.348,0
SEG_0730,SUBANSIRI_VALLEY,34.26,133.11,-0.00139,6.39,513.6,29.03,26.38,81.97,0.596,0
SEG_0731,TEESTA_VALLEY,25.79,306.14,-0.02703,5.36,1316.7,30.5,140.25,16.14,0.34,0
SEG_0732,SUBANSIRI_VALLEY,27.04,210.51,0.03162,15.84,1373.2,14.22,200.29,72.53,0.249,0
SEG_0733,BRAHMAPUTRA_BASIN,14.87,225.6,0.01848,3.76,2757.0,11.61,120.68,39.72,0.655,0
SEG_0734,TEESTA_VALLEY,44.69,356.16,0.01792,15.79,120.4,40.09,26.96,31.48,0.729,0
SEG_0735,SUBANSIRI_VALLEY,16.68,280.21,0.01086,15.59,1320.1,70.65,15.88,47.55,0.823,0
SEG_0736,BRAHMAPUTRA_BASIN,25.77,145.0,-0.04638,9.72,2486.2,20.18,76.36,93.75,0.374,0
SEG_0737,BARAK_VALLEY,31.71,296.57,-0.03969,15.2,2786.9,26.13,178.0,46.2,0.402,0
SEG_0738,TEESTA_VALLEY,51.89,32.85,-0.04805,13.28,396.4,97.82,154.84,78.1,0.249,1
SEG_0739,BARAK_VALLEY,19.92,229.71,-0.02118,5.3,2562.2,13.59,23.69,0.81,0.215,0
SEG_0740,TEESTA_VALLEY,51.81,187.26,-0.01352,14.23,1394.6,39.82,51.82,45.34,0.338,0
SEG_0741,MANAS_RIVER_BASIN,19.48,207.79,-0.04341,4.68,1437.8,93.39,94.31,79.69,0.291,0
SEG_0742,SUBANSIRI_VALLEY,54.05,333.56,0.03981,12.24,1297.2,19.45,172.16,117.44,0.645,0
SEG_0743,MANAS_RIVER_BASIN,48.56,69.33,-0.04024,14.57,1237.6,59.07,89.89,15.1,0.542,0
SEG_0744,MANAS_RIVER_BASIN,31.34,116.73,-0.0389,8.2,901.3,90.92,25.44,5.9,0.104,0
SEG_0745,BRAHMAPUTRA_BASIN,38.87,8.79,-0.00883,6.66,2349.6,29.24,147.72,109.58,0.698,0
SEG_0746,TEESTA_VALLEY,54.05,220.93,0.02935,3.2,658.4,77.5,5.5,98.03,0.11,0
SEG_0747,SUBANSIRI_VALLEY,23.25,220.14,0.0196,6.79,395.7,16.2,147.23,62.48,0.657,0
SEG_0748,TEESTA_VALLEY,35.44,64.55,-0.02742,2.35,2535.8,82.12,199.21,15.31,0.777,0
SEG_0749,BRAHMAPUTRA_BASIN,8.73,183.74,0.04694,11.7,266.8,26.85,192.83,100.97,0.563,0
SEG_0750,TEESTA_VALLEY,6.01,172.59,0.00137,5.36,453.9,62.17,191.06,119.18,0.669,0
SEG_0751,BARAK_VALLEY,30.43,171.63,-0.02293,2.41,2125.8,45.22,74.67,104.03,0.66,0
SEG_0752,TEESTA_VALLEY,39.81,74.19,-0.00588,2.91,2892.1,21.21,225.77,103.71,0.448,0
SEG_0753,MANAS_RIVER_BASIN,45.15,155.45,0.02858,8.47,3294.6,53.29,115.65,94.21,0.716,0
SEG_0754,BRAHMAPUTRA_BASIN,53.4,271.08,0.03112,2.46,1648.2,67.55,207.51,5.91,0.739,0
SEG_0755,TEESTA_VALLEY,14.87,114.21,-0.02181,9.43,199.9,24.11,203.17,15.91,0.275,0
SEG_0756,BRAHMAPUTRA_BASIN,37.54,348.43,0.0363,8.28,238.7,52.37,172.31,72.93,0.504,0
SEG_0757,BRAHMAPUTRA_BASIN,24.41,61.47,-0.02732,10.06,1493.6,55.83,42.67,79.55,0.739,0
SEG_0758,SUBANSIRI_VALLEY,40.15,104.93,-0.00296,15.39,2688.1,96.29,186.56,21.07,0.148,0
SEG_0759,SUBANSIRI_VALLEY,34.49,161.97,0.03584,15.4,1756.6,92.91,145.83,64.61,0.441,0
SEG_0760,BARAK_VALLEY,27.42,353.03,-0.01497,8.33,484.6,14.27,193.85,68.48,0.671,0
SEG_0761,BARAK_VALLEY,23.91,170.34,0.01304,14.71,1478.4,79.72,67.08,83.76,0.101,0
SEG_0762,SUBANSIRI_VALLEY,17.34,162.03,-0.04779,10.97,1460.5,34.04,51.71,78.48,0.412,0
SEG_0763,MANAS_RIVER_BASIN,34.38,94.08,0.0485,6.34,862.0,34.78,224.12,76.35,0.648,0
SEG_0764,TEESTA_VALLEY,15.19,267.44,0.01856,12.62,1873.7,66.85,238.33,12.13,0.332,0
SEG_0765,BARAK_VALLEY,5.76,79.25,-0.02181,8.21,615.4,87.72,176.23,10.22,0.588,0
SEG_0766,MANAS_RIVER_BASIN,17.4,334.0,0.04321,12.09,2684.9,18.14,128.47,27.79,0.236,0
SEG_0767,SUBANSIRI_VALLEY,44.96,323.5,0.04411,14.14,1020.7,39.64,106.64,16.72,0.117,0
SEG_0768,BRAHMAPUTRA_BASIN,38.26,248.71,0.0287,3.63,1273.4,96.17,230.73,106.09,0.439,1
SEG_0769,BRAHMAPUTRA_BASIN,7.42,53.47,-0.0086,8.77,937.0,41.73,40.69,58.7,0.695,0
SEG_0770,BRAHMAPUTRA_BASIN,6.13,159.88,0.02814,11.52,2230.3,90.95,4.51,66.85,0.691,0
SEG_0771,TEESTA_VALLEY,12.61,63.59,-0.02146,15.38,2574.7,68.89,204.24,15.31,0.744,0
SEG_0772,SUBANSIRI_VALLEY,45.13,304.46,-0.03845,15.57,3359.5,41.81,16.47,20.05,0.845,0
SEG_0773,BRAHMAPUTRA_BASIN,34.69,277.93,0.03282,4.39,3143.0,68.4,220.46,58.23,0.507,0
SEG_0774,TEESTA_VALLEY,24.39,103.27,-0.02314,14.05,263.1,70.31,43.21,41.34,0.146,0
SEG_0775,BRAHMAPUTRA_BASIN,12.93,112.57,-0.03941,2.26,2820.2,22.27,193.99,95.71,0.503,0
SEG_0776,SUBANSIRI_VALLEY,35.07,235.96,-0.04913,14.99,250.7,42.65,100.68,0.16,0.473,0
SEG_0777,BRAHMAPUTRA_BASIN,48.06,55.69,-0.00485,7.71,2412.4,32.24,160.06,105.3,0.414,0
SEG_0778,SUBANSIRI_VALLEY,42.95,184.13,0.0144,3.43,2958.9,61.83,246.52,76.37,0.726,0
SEG_0779,MANAS_RIVER_BASIN,22.27,93.46,-0.00695,8.54,855.5,89.62,135.64,117.41,0.708,1
SEG_0780,BARAK_VALLEY,35.33,217.53,0.03272,7.95,978.6,33.59,134.05,53.9,0.43,0
SEG_0781,TEESTA_VALLEY,40.93,76.95,-0.0303,7.78,812.7,61.96,92.87,53.87,0.503,0
SEG_0782,MANAS_RIVER_BASIN,29.26,350.56,-0.04918,14.58,3260.3,95.53,3.27,20.6,0.59,0
SEG_0783,BRAHMAPUTRA_BASIN,45.54,340.98,-0.03641,8.97,765.3,15.35,81.38,17.24,0.632,0
SEG_0784,SUBANSIRI_VALLEY,54.94,355.4,0.03817,7.53,2409.3,47.08,162.13,37.13,0.555,0
SEG_0785,TEESTA_VALLEY,26.4,236.98,-0.02362,2.17,1825.9,63.91,240.72,70.74,0.453,1
SEG_0786,BRAHMAPUTRA_BASIN,36.38,282.39,0.01481,12.47,3172.8,86.86,168.51,25.76,0.578,0
SEG_0787,SUBANSIRI_VALLEY,19.47,239.09,-0.00734,14.45,2961.4,56.76,172.88,106.0,0.472,0
SEG_0788,SUBANSIRI_VALLEY,24.43,311.66,0.02244,7.65,767.3,41.68,71.03,21.13,0.657,0
SEG_0789,SUBANSIRI_VALLEY,24.29,353.55,-0.01089,3.12,332.6,62.58,149.84,50.25,0.424,0
SEG_0790,TEESTA_VALLEY,12.48,37.38,-0.03764,3.41,2141.8,27.49,62.86,20.83,0.818,0
SEG_0791,BRAHMAPUTRA_BASIN,15.67,138.62,0.02396,7.85,2583.5,20.11,201.5,30.38,0.287,0
SEG_0792,MANAS_RIVER_BASIN,11.36,143.48,-0.03298,5.57,936.1,59.51,102.85,113.73,0.195,0
SEG_0793,BRAHMAPUTRA_BASIN,10.55,100.28,0.02716,6.92,2845.7,38.44,40.89,52.3,0.439,0
SEG_0794,BRAHMAPUTRA_BASIN,49.79,20.8,-0.03593,12.03,1541.7,45.92,34.24,60.81,0.195,0
SEG_0795,MANAS_RIVER_BASIN,43.22,177.36,-0.0161,4.06,1941.5,77.0,70.5,26.26,0.491,0
SEG_0796,BARAK_VALLEY,6.83,223.3,-0.02057,3.21,2662.8,37.95,114.9,28.42,0.57,0
SEG_0797,BRAHMAPUTRA_BASIN,25.83,138.75,0.00342,13.79,2050.3,15.48,163.85,0.99,0.685,0
SEG_0798,MANAS_RIVER_BASIN,34.21,331.27,-0.04508,10.03,2990.6,31.53,219.07,2.29,0.649,0
SEG_0799,BARAK_VALLEY,30.6,357.21,0.01526,2.86,1849.0,54.2,36.04,110.43,0.431,0
SEG_0800,BARAK_VALLEY,45.86,309.96,0.01156,2.18,2439.4,47.2,141.39,77.89,0.363,0
SEG_0801,BARAK_VALLEY,40.82,80.73,-0.04016,14.84,1969.4,23.69,198.36,109.79,0.227,0
SEG_0802,SUBANSIRI_VALLEY,26.44,143.76,-0.03153,7.54,627.8,85.54,74.55,71.83,0.477,0
SEG_0803,TEESTA_VALLEY,8.75,339.61,-0.01349,14.78,2736.2,77.23,151.68,75.21,0.579,0
SEG_0804,BRAHMAPUTRA_BASIN,26.41,70.45,-0.04722,13.27,87.9,83.93,36.03,116.96,0.553,1
SEG_0805,MANAS_RIVER_BASIN,33.54,189.75,-0.04618,10.61,2901.6,24.02,148.58,71.23,0.223,0
SEG_0806,BRAHMAPUTRA_BASIN,10.37,74.18,-0.03524,13.16,238.9,71.11,91.61,90.69,0.823,0
SEG_0807,TEESTA_VALLEY,48.18,334.53,-0.01965,14.1,2739.7,92.84,61.44,69.24,0.306,0
SEG_0808,SUBANSIRI_VALLEY,6.33,202.31,-0.02857,6.77,2751.6,27.09,159.59,78.55,0.816,0
SEG_0809,TEESTA_VALLEY,38.08,213.09,0.02363,10.0,252.3,20.36,149.12,33.0,0.16,0
SEG_0810,SUBANSIRI_VALLEY,37.27,247.45,-0.01275,5.67,2663.8,78.85,113.9,73.43,0.38,0
SEG_0811,BARAK_VALLEY,52.13,294.47,0.00877,5.53,728.9,40.29,119.14,35.53,0.486,0
SEG_0812,MANAS_RIVER_BASIN,39.49,306.77,0.00592,9.45,1420.0,24.38,29.59,91.28,0.796,0
SEG_0813,TEESTA_VALLEY,9.19,18.82,-0.02465,3.04,381.1,82.35,9.72,79.07,0.304,0
SEG_0814,SUBANSIRI_VALLEY,10.06,314.13,0.00076,13.31,1300.9,21.13,10.37,33.78,0.283,0
SEG_0815,BARAK_VALLEY,46.66,163.54,0.02196,3.5,2964.5,75.48,52.93,17.43,0.337,0
SEG_0816,BRAHMAPUTRA_BASIN,30.87,155.65,0.04917,14.99,1090.9,19.93,209.94,119.66,0.319,1
SEG_0817,MANAS_RIVER_BASIN,47.96,82.21,-0.02799,4.82,3230.3,85.89,193.72,47.13,0.478,0
SEG_0818,MANAS_RIVER_BASIN,51.52,131.27,0.03577,5.73,1810.6,19.51,165.03,100.33,0.639,0
SEG_0819,SUBANSIRI_VALLEY,43.16,260.14,-0.02955,6.73,1655.1,39.44,188.74,39.52,0.204,0
SEG_0820,BARAK_VALLEY,35.61,155.87,-0.0429,8.83,2463.5,55.68,218.03,34.67,0.165,0
SEG_0821,SUBANSIRI_VALLEY,43.58,188.17,-0.03419,3.75,675.5,41.23,232.63,95.96,0.425,0
SEG_0822,BRAHMAPUTRA_BASIN,31.39,194.41,-0.0039,6.56,1675.3,63.65,246.5,112.53,0.747,1
SEG_0823,BRAHMAPUTRA_BASIN,24.89,154.12,0.03802,15.45,3127.6,74.01,146.25,82.71,0.804,0
SEG_0824,SUBANSIRI_VALLEY,31.04,96.68,0.02766,9.73,2320.2,38.74,120.32,74.08,0.404,0
SEG_0825,BRAHMAPUTRA_BASIN,34.8,11.29,-0.03297,10.86,1481.1,55.23,15.74,100.1,0.688,0
SEG_0826,SUBANSIRI_VALLEY,29.8,60.88,-0.03739,15.06,2125.2,68.69,100.45,109.08,0.578,0
SEG_0827,BARAK_VALLEY,21.68,78.83,-0.00035,5.88,1881.5,41.02,33.02,31.91,0.429,0
SEG_0828,MANAS_RIVER_BASIN,16.59,287.26,0.00631,2.08,1514.0,46.3,28.49,81.14,0.627,0
SEG_0829,BARAK_VALLEY,16.34,111.9,0.04842,13.64,1654.9,59.36,210.79,57.72,0.255,0
SEG_0830,BARAK_VALLEY,30.28,148.75,0.03768,3.76,3065.7,55.59,101.09,19.44,0.626,0
SEG_0831,BARAK_VALLEY,23.77,86.97,0.00549,13.15,33.1,66.19,149.13,38.18,0.439,0
SEG_0832,SUBANSIRI_VALLEY,9.65,212.14,0.00321,5.73,3150.1,92.54,100.65,106.84,0.388,0
SEG_0833,TEESTA_VALLEY,11.02,35.47,0.02575,5.13,213.7,80.98,38.52,75.02,0.354,0
SEG_0834,BRAHMAPUTRA_BASIN,39.77,251.51,0.02039,8.9,3203.8,53.54,112.57,23.93,0.331,0
SEG_0835,SUBANSIRI_VALLEY,36.68,89.47,-0.01958,12.79,1158.7,31.56,42.26,92.98,0.197,0
SEG_0836,BARAK_VALLEY,21.54,64.32,0.02653,13.01,1991.6,95.2,79.54,26.35,0.608,0
SEG_0837,MANAS_RIVER_BASIN,45.53,351.54,0.01447,5.89,3488.4,89.5,128.35,99.04,0.712,0
SEG_0838,BRAHMAPUTRA_BASIN,36.32,286.28,0.0469,8.54,2016.3,49.59,167.12,75.59,0.113,1
SEG_0839,BARAK_VALLEY,52.17,35.46,-0.02349,8.93,2965.9,54.96,187.01,16.68,0.289,0
SEG_0840,BARAK_VALLEY,18.44,125.14,0.02128,9.77,3166.6,63.59,123.25,94.29,0.811,0
SEG_0841,MANAS_RIVER_BASIN,41.27,75.48,0.03847,10.63,1512.0,26.23,235.58,90.61,0.256,1
SEG_0842,TEESTA_VALLEY,27.06,257.93,-0.01135,4.96,2221.7,96.87,77.65,55.32,0.606,0
SEG_0843,MANAS_RIVER_BASIN,49.21,169.96,-0.01171,5.52,2122.6,88.31,81.17,47.55,0.405,0
SEG_0844,TEESTA_VALLEY,19.78,253.93,0.00132,10.2,645.0,75.42,47.16,13.62,0.51,0
SEG_0845,MANAS_RIVER_BASIN,14.7,102.55,0.00052,9.44,2823.4,80.43,145.34,93.69,0.244,0
SEG_0846,BARAK_VALLEY,37.7,332.14,-0.04433,2.41,640.4,97.79,178.77,73.76,0.135,1
SEG_0847,BARAK_VALLEY,38.24,122.09,-0.04295,10.12,2524.5,18.39,158.44,34.36,0.673,0
SEG_0848,BARAK_VALLEY,39.35,105.84,0.00599,6.21,601.6,46.24,58.07,64.18,0.249,0
SEG_0849,SUBANSIRI_VALLEY,12.87,241.55,0.02539,3.55,1648.0,16.31,149.55,31.73,0.496,0
SEG_0850,BRAHMAPUTRA_BASIN,34.15,144.6,0.04491,12.88,1013.2,85.13,108.1,99.44,0.717,0
SEG_0851,BARAK_VALLEY,40.06,104.63,-0.02025,6.15,2545.0,30.45,0.23,85.83,0.228,0
SEG_0852,SUBANSIRI_VALLEY,5.71,216.47,0.00626,3.89,545.2,80.55,221.89,33.96,0.428,0
SEG_0853,SUBANSIRI_VALLEY,8.63,242.35,0.03252,6.27,3465.8,16.75,165.45,53.79,0.435,0
SEG_0854,BARAK_VALLEY,41.08,101.66,0.03353,6.44,2543.3,20.77,42.18,37.9,0.545,0
SEG_0855,MANAS_RIVER_BASIN,53.94,316.89,-0.02201,3.48,410.6,35.92,153.55,96.52,0.774,0
SEG_0856,MANAS_RIVER_BASIN,13.47,299.52,0.00718,10.17,750.0,16.6,116.18,73.87,0.171,0
SEG_0857,SUBANSIRI_VALLEY,32.27,342.02,-0.03206,2.36,157.1,62.29,15.41,115.03,0.206,0
SEG_0858,MANAS_RIVER_BASIN,14.45,169.0,0.02203,9.41,1396.3,38.69,152.6,112.69,0.604,0
SEG_0859,MANAS_RIVER_BASIN,23.17,167.22,0.04789,4.41,1264.0,74.92,240.99,18.68,0.271,1
SEG_0860,TEESTA_VALLEY,6.69,213.54,-0.03133,6.84,1230.9,51.75,83.53,12.88,0.209,0
SEG_0861,BRAHMAPUTRA_BASIN,28.51,343.6,-0.03843,15.25,2572.1,66.74,161.32,99.21,0.18,1
SEG_0862,MANAS_RIVER_BASIN,49.09,301.93,0.00822,5.48,2321.1,73.18,2.67,52.71,0.732,0
SEG_0863,TEESTA_VALLEY,46.24,144.78,-0.03976,2.86,198.6,43.83,84.31,86.15,0.657,0
SEG_0864,TEESTA_VALLEY,5.71,55.23,-0.00789,2.96,1797.4,50.5,191.79,79.18,0.434,0
SEG_0865,BRAHMAPUTRA_BASIN,24.84,94.65,-0.01245,8.97,1214.0,31.53,99.63,2.3,0.679,0
SEG_0866,BRAHMAPUTRA_BASIN,6.13,87.78,-0.03474,14.03,1647.1,45.98,112.37,116.63,0.738,0
SEG_0867,MANAS_RIVER_BASIN,39.39,337.95,0.02223,4.67,1558.7,16.36,97.41,88.99,0.39,0
SEG_0868,TEESTA_VALLEY,7.38,138.77,-0.03418,11.73,387.9,69.17,71.55,23.87,0.802,0
SEG_0869,MANAS_RIVER_BASIN,35.15,289.1,0.02917,4.7,2344.4,18.32,126.96,19.47,0.412,0
SEG_0870,TEESTA_VALLEY,13.09,89.75,-0.02751,9.27,1978.2,94.1,48.89,77.0,0.713,0
SEG_0871,MANAS_RIVER_BASIN,25.02,313.34,-0.01408,10.4,430.8,15.01,103.0,69.47,0.395,0
SEG_0872,BARAK_VALLEY,24.4,57.57,-0.01019,10.12,3319.2,16.12,126.85,39.47,0.481,0
SEG_0873,TEESTA_VALLEY,8.73,329.2,-0.04794,15.47,1629.0,46.73,64.11,1.21,0.306,0
SEG_0874,BRAHMAPUTRA_BASIN,43.36,74.49,0.04002,9.32,418.5,45.68,51.69,23.96,0.48,0
SEG_0875,BARAK_VALLEY,50.58,180.78,0.04658,15.18,3030.4,54.5,35.23,26.15,0.586,0
SEG_0876,BRAHMAPUTRA_BASIN,29.94,77.43,-0.02281,4.38,2520.2,78.54,115.58,85.69,0.652,0
SEG_0877,MANAS_RIVER_BASIN,53.31,295.57,-0.02955,4.61,457.3,22.32,187.04,56.36,0.687,0
SEG_0878,BARAK_VALLEY,5.92,112.24,0.01378,2.13,134.8,85.82,171.01,31.84,0.616,0
SEG_0879,MANAS_RIVER_BASIN,51.55,302.91,0.01474,6.78,2732.9,61.19,246.32,29.7,0.16,1
SEG_0880,MANAS_RIVER_BASIN,51.26,52.88,0.04709,15.26,3098.3,29.1,158.51,91.31,0.84,0
SEG_0881,BARAK_VALLEY,28.84,296.15,-0.02286,4.59,2391.0,57.47,128.6,30.81,0.126,0
SEG_0882,MANAS_RIVER_BASIN,24.64,250.43,0.04379,9.59,2694.0,17.94,52.79,60.26,0.115,0
SEG_0883,TEESTA_VALLEY,43.15,210.45,-0.04619,8.83,2497.9,87.34,233.51,39.29,0.202,1
SEG_0884,SUBANSIRI_VALLEY,28.32,109.93,-0.00708,6.27,912.6,62.84,3.93,31.15,0.596,0
SEG_0885,BRAHMAPUTRA_BASIN,17.59,279.83,0.04571,11.76,2094.2,50.97,91.1,42.36,0.577,0
SEG_0886,BARAK_VALLEY,54.0,317.58,0.00749,7.57,1288.1,11.08,62.29,86.26,0.553,0
SEG_0887,MANAS_RIVER_BASIN,7.5,55.9,0.02892,7.02,431.8,98.68,196.81,49.05,0.718,0
SEG_0888,MANAS_RIVER_BASIN,47.4,132.36,0.00911,9.05,2267.9,96.59,13.93,68.88,0.747,0
SEG_0889,MANAS_RIVER_BASIN,8.93,201.79,-0.01679,4.17,2974.6,56.42,233.32,96.72,0.62,0
SEG_0890,BRAHMAPUTRA_BASIN,40.61,208.72,-0.03281,5.66,1747.1,47.24,194.64,88.13,0.531,0
SEG_0891,BRAHMAPUTRA_BASIN,33.13,347.18,-0.02828,12.0,1307.4,34.83,45.1,66.3,0.262,0
SEG_0892,SUBANSIRI_VALLEY,10.01,258.39,0.01798,13.63,164.8,12.06,93.25,17.85,0.519,0
SEG_0893,TEESTA_VALLEY,22.18,346.85,0.04103,10.83,2037.8,42.94,4.58,15.31,0.666,0
SEG_0894,SUBANSIRI_VALLEY,15.6,10.64,-0.00661,5.89,3047.3,63.84,153.52,63.83,0.169,0
SEG_0895,SUBANSIRI_VALLEY,37.36,247.28,0.02764,6.36,1995.9,97.36,224.54,114.32,0.39,1
SEG_0896,MANAS_RIVER_BASIN,38.86,71.61,-0.04203,13.72,294.6,18.13,106.85,16.18,0.785,0
SEG_0897,BRAHMAPUTRA_BASIN,27.01,184.47,0.01727,7.42,894.6,24.79,87.37,89.02,0.668,0
SEG_0898,MANAS_RIVER_BASIN,44.33,277.18,0.03575,2.0,1281.3,75.65,149.93,21.31,0.328,0
SEG_0899,BRAHMAPUTRA_BASIN,8.33,351.39,0.0457,2.85,1562.5,26.58,121.34,99.62,0.813,0
SEG_0900,SUBANSIRI_VALLEY,38.26,158.01,0.04532,10.51,785.6,52.65,168.85,38.84,0.16,1
SEG_0901,BARAK_VALLEY,21.26,169.6,0.03187,3.74,3004.6,89.88,236.68,47.7,0.263,0
SEG_0902,MANAS_RIVER_BASIN,50.72,270.41,0.04334,6.44,3288.9,42.8,13.49,91.56,0.628,0
SEG_0903,TEESTA_VALLEY,51.39,119.76,0.00032,2.2,44.2,31.37,25.2,31.23,0.233,0
SEG_0904,TEESTA_VALLEY,30.23,351.21,0.01163,15.11,3358.6,28.52,77.8,92.4,0.75,0
SEG_0905,MANAS_RIVER_BASIN,54.66,4.17,-0.02004,10.72,1653.1,20.38,91.95,3.05,0.582,0
SEG_0906,SUBANSIRI_VALLEY,31.25,171.77,-0.00524,12.85,1853.2,38.19,64.54,4.53,0.537,0
